IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,CAF,Central African Republic,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,CAF,Central African Republic,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of dialysis in the public health system,NCDCCS_QUESTION_NCD_CCS_DIALYSIS,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,CAF,Central African Republic,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of renal replacement by transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_RENALTRANS,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,CAF,Central African Republic,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of thrombolytic therapy in the public health system,NCDCCS_QUESTION_NCD_CCS_THROMBOLYTIC,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,LSO,Lesotho,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,LSO,Lesotho,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,LSO,Lesotho,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of dialysis in the public health system,NCDCCS_QUESTION_NCD_CCS_DIALYSIS,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,LSO,Lesotho,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of renal replacement by transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_RENALTRANS,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,LBR,Liberia,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of alteplase for acute stroke management in the public health system,NCDCCS_QUESTION_NCD_CCS_ALTEPLASE,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,MUS,Mauritius,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,NCDCCS_QUESTION_NCD_CCS_STROKE,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,SLE,Sierra Leone,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of alteplase for acute stroke management in the public health system,NCDCCS_QUESTION_NCD_CCS_ALTEPLASE,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,SLE,Sierra Leone,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,SLE,Sierra Leone,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,SLE,Sierra Leone,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of renal replacement by transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_RENALTRANS,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,SLE,Sierra Leone,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of thrombolytic therapy in the public health system,NCDCCS_QUESTION_NCD_CCS_THROMBOLYTIC,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,ZAF,South Africa,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of alteplase for acute stroke management in the public health system,NCDCCS_QUESTION_NCD_CCS_ALTEPLASE,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,ZAF,South Africa,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,Don't know,869,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of alteplase for acute stroke management in the public health system,NCDCCS_QUESTION_NCD_CCS_ALTEPLASE,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of diabetic retinopathy screening in the public health system,NCDCCS_QUESTION_NCD_CCS_DIAB_RETIN,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of retinal photocoagulation in the public health system,NCDCCS_QUESTION_NCD_CCS_PHOTOCOAG,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of renal replacement by transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_RENALTRANS,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,NCDCCS_QUESTION_NCD_CCS_STROKE,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BEN,Benin,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of thrombolytic therapy in the public health system,NCDCCS_QUESTION_NCD_CCS_THROMBOLYTIC,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BWA,Botswana,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of alteplase for acute stroke management in the public health system,NCDCCS_QUESTION_NCD_CCS_ALTEPLASE,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BWA,Botswana,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BWA,Botswana,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BWA,Botswana,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of dialysis in the public health system,NCDCCS_QUESTION_NCD_CCS_DIALYSIS,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BWA,Botswana,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of renal replacement by transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_RENALTRANS,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BFA,Burkina Faso,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BFA,Burkina Faso,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BFA,Burkina Faso,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of dialysis in the public health system,NCDCCS_QUESTION_NCD_CCS_DIALYSIS,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BFA,Burkina Faso,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of retinal photocoagulation in the public health system,NCDCCS_QUESTION_NCD_CCS_PHOTOCOAG,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BFA,Burkina Faso,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of renal replacement by transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_RENALTRANS,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BFA,Burkina Faso,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,NCDCCS_QUESTION_NCD_CCS_STROKE,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of alteplase for acute stroke management in the public health system,NCDCCS_QUESTION_NCD_CCS_ALTEPLASE,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of diabetic retinopathy screening in the public health system,NCDCCS_QUESTION_NCD_CCS_DIAB_RETIN,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of dialysis in the public health system,NCDCCS_QUESTION_NCD_CCS_DIALYSIS,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of retinal photocoagulation in the public health system,NCDCCS_QUESTION_NCD_CCS_PHOTOCOAG,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of renal replacement by transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_RENALTRANS,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,NCDCCS_QUESTION_NCD_CCS_STROKE,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,BDI,Burundi,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of thrombolytic therapy in the public health system,NCDCCS_QUESTION_NCD_CCS_THROMBOLYTIC,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of alteplase for acute stroke management in the public health system,NCDCCS_QUESTION_NCD_CCS_ALTEPLASE,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of bone marrow transplantation in the public health system,NCDCCS_QUESTION_NCD_CCS_BONE_MARROW,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2023,true,NCD country capacity survey section,Procedures for NCD management at higher levels of the public health system,NCDCCS_SECTION_NCD_CCS_MGMTPROCEDURESPUBLIC,NCD country capacity survey indicator,General availability of coronary bypass or stenting in the public health system,NCDCCS_QUESTION_NCD_CCS_CORONARY,,,,,,,,,,,,,No,823,,EN,2025-03-02T23:00:00.000Z
